"EventID","SpCode","date","gradient","exposure","region","locale","location","sub_locale","habitat","lat","long","season","month","year","temp_c","sal_ppt","mass_g","SpCommon","SpScientific","Family","Order","AtlasRegion"
12,"CHUMSAL","4/27/2001","MODERATE","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.5675,-134.91495,"Spring01","Apr",2001,6,33,5.18689699205769,"Chum salmon","Oncorhynchus keta","Salmonidae","Salmoniformes","NI"
13,"GRTSCUL","4/27/2001","MODERATE","","southeastern Alaska","Yankee Cove","Lynn Canal","","Sand-Gravel",58.59016667,-134.9045,"Spring01","Apr",2001,6.5,33,104.14094700607,"Great sculpin","Myoxocephalus polyacanthocephalus","Cottidae","Scorpaeniformes","NI"
13,"TIDSCUL","4/27/2001","MODERATE","","southeastern Alaska","Yankee Cove","Lynn Canal","","Sand-Gravel",58.59016667,-134.9045,"Spring01","Apr",2001,6.5,33,3.97757271862742,"Tidepool sculpin","Oligocottus maculosus","Cottidae","Scorpaeniformes","NI"
13,"WGREEN","4/27/2001","MODERATE","","southeastern Alaska","Yankee Cove","Lynn Canal","","Sand-Gravel",58.59016667,-134.9045,"Spring01","Apr",2001,6.5,33,279.805163372986,"Whitespotted greenling","Hexagrammos stelleri","Hexagrammidae","Scorpaeniformes","NI"
14,"GRTSCUL","4/27/2001","MODERATE","","southeastern Alaska","Yankee Cove","Lynn Canal","","Sand-Gravel",58.60133333,-134.9186667,"Spring01","Apr",2001,6.5,32,241.937433737712,"Great sculpin","Myoxocephalus polyacanthocephalus","Cottidae","Scorpaeniformes","NI"
14,"CREGUNN","4/27/2001","MODERATE","","southeastern Alaska","Yankee Cove","Lynn Canal","","Sand-Gravel",58.60133333,-134.9186667,"Spring01","Apr",2001,6.5,32,1.59860626039217,"Crescent gunnel","Pholis laeta","Pholidae","Perciformes","NI"
14,"NSCUL","4/27/2001","MODERATE","","southeastern Alaska","Yankee Cove","Lynn Canal","","Sand-Gravel",58.60133333,-134.9186667,"Spring01","Apr",2001,6.5,32,27.3090072062692,"Northern sculpin","Icelinus borealis","Cottidae","Scorpaeniformes","NI"
15,"COHOSAL","7/24/2001","MODERATE","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","North Island","Kelp",58.5752,-134.9263166,"Summer01","Jul",2001,13,21,64.7084486825265,"Coho salmon","Oncorhynchus kisutch","Salmonidae","Salmoniformes","NI"
15,"PCOD","7/24/2001","MODERATE","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","North Island","Kelp",58.5752,-134.9263166,"Summer01","Jul",2001,13,21,78.3907419486621,"Pacific cod","Gadus macrocephalus","Gadidae","Gadiformes","NI"
15,"ROCSOLE","7/24/2001","MODERATE","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","North Island","Kelp",58.5752,-134.9263166,"Summer01","Jul",2001,13,21,55.3535600919615,"Rock sole","Lepidopsetta spp.","Pleuronectidae","Pleuronectiformes","NI"
15,"GRTSCUL","7/24/2001","MODERATE","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","North Island","Kelp",58.5752,-134.9263166,"Summer01","Jul",2001,13,21,2399.35714257746,"Great sculpin","Myoxocephalus polyacanthocephalus","Cottidae","Scorpaeniformes","NI"
16,"BUFSCUL","7/24/2001","MODERATE","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.5675,-134.91495,"Summer01","Jul",2001,13,21,274.586970254222,"Buffalo sculpin","Enophrys bison","Cottidae","Scorpaeniformes","NI"
16,"QUIROCK","7/24/2001","MODERATE","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.5675,-134.91495,"Summer01","Jul",2001,13,21,281.089114834769,"Quillback rockfish","Sebastes maliger","Sebastidae","Scorpaeniformes","NI"
16,"COHOSAL","7/24/2001","MODERATE","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.5675,-134.91495,"Summer01","Jul",2001,13,21,399.740057283268,"Coho salmon","Oncorhynchus kisutch","Salmonidae","Salmoniformes","NI"
16,"PCOD","7/24/2001","MODERATE","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.5675,-134.91495,"Summer01","Jul",2001,13,21,296.24118309559,"Pacific cod","Gadus macrocephalus","Gadidae","Gadiformes","NI"
16,"HERRING","7/24/2001","MODERATE","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.5675,-134.91495,"Summer01","Jul",2001,13,21,157.905184860762,"Pacific herring","Clupea pallasii","Clupeidae","Clupeiformes","NI"
17,"COHOSAL","7/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.56305,-134.90165,"Summer01","Jul",2001,13,21,110.956038859201,"Coho salmon","Oncorhynchus kisutch","Salmonidae","Salmoniformes","NI"
17,"PCOD","7/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.56305,-134.90165,"Summer01","Jul",2001,13,21,357.515139926548,"Pacific cod","Gadus macrocephalus","Gadidae","Gadiformes","NI"
17,"POLLOCK","7/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.56305,-134.90165,"Summer01","Jul",2001,13,21,193.955087926077,"Walleye pollock","Gadus chalcogrammus","Gadidae","Gadiformes","NI"
17,"GRTSCUL","7/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.56305,-134.90165,"Summer01","Jul",2001,13,21,3092.07990298871,"Great sculpin","Myoxocephalus polyacanthocephalus","Cottidae","Scorpaeniformes","NI"
18,"STASCUL","7/24/2001","FLAT","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5644333,-134.9101833,"Summer01","Jul",2001,13,21,3102.9028776764,"Pacific staghorn sculpin","Leptocottus armatus","Cottidae","Scorpaeniformes","NI"
18,"ROCSOLE","7/24/2001","FLAT","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5644333,-134.9101833,"Summer01","Jul",2001,13,21,289.512217425871,"Rock sole","Lepidopsetta spp.","Pleuronectidae","Pleuronectiformes","NI"
18,"PSANDL","7/24/2001","FLAT","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5644333,-134.9101833,"Summer01","Jul",2001,13,21,8.38614779681117,"Pacific sand lance","Ammodytes hexapterus","Ammodytidae ","Perciformes","NI"
19,"POLLOCK","7/24/2001","STEEP","SEMI-PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Bedrock",58.5611,-134.8995666,"Summer01","Jul",2001,13,21,18623.241394141,"Walleye pollock","Gadus chalcogrammus","Gadidae","Gadiformes","NI"
20,"ROCSOLE","8/2/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5008333,-134.7994444,"Summer01","Aug",2001,13.5,19,37.6008399859943,"Rock sole","Lepidopsetta spp.","Pleuronectidae","Pleuronectiformes","NI"
20,"YELSOLE","8/2/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5008333,-134.7994444,"Summer01","Aug",2001,13.5,19,263.743341286092,"Yellowfin sole","Limanda aspera","Pleuronectidae","Pleuronectiformes","NI"
20,"HERRING","8/2/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5008333,-134.7994444,"Summer01","Aug",2001,13.5,19,278.280310553734,"Pacific herring","Clupea pallasii","Clupeidae","Clupeiformes","NI"
23,"STEEL","8/2/2001","MODERATE","EXPOSED","southeastern Alaska","Favorite Channel","Favorite Channel","Eagle Beach","Sand-Gravel",58.5130555,-134.8419444,"Summer01","Aug",2001,13.5,19,1943.5516340647,"Steelhead trout","Oncorhynchus mykiss","Salmonidae","Salmoniformes","NI"
24,"PSANDL","8/2/2001","FLAT","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5547222,-134.9061111,"Summer01","Aug",2001,13,17,13.6192781123348,"Pacific sand lance","Ammodytes hexapterus","Ammodytidae ","Perciformes","NI"
24,"PSANDF","8/2/2001","FLAT","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5547222,-134.9061111,"Summer01","Aug",2001,13,17,4.81476347716275,"Pacific sandfish","Trichodon trichodon","Trichodontidae","Trachiniformes","NI"
25,"STFLOUN","8/2/2001","FLAT","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5547222,-134.8983333,"Summer01","Aug",2001,13,17,6421.17896442413,"Starry flounder","Platichthys stellatus","Pleuronectidae","Pleuronectiformes","NI"
26,"HERRING","8/2/2001","STEEP","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","Sentinel Island","Bedrock",58.5444444,-134.9205555,"Summer01","Aug",2001,10.5,15,61.688141145249,"Pacific herring","Clupea pallasii","Clupeidae","Clupeiformes","NI"
26,"PCOD","8/2/2001","STEEP","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","Sentinel Island","Bedrock",58.5444444,-134.9205555,"Summer01","Aug",2001,10.5,15,540.209473491017,"Pacific cod","Gadus macrocephalus","Gadidae","Gadiformes","NI"
26,"POLLOCK","8/2/2001","STEEP","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","Sentinel Island","Bedrock",58.5444444,-134.9205555,"Summer01","Aug",2001,10.5,15,4762.23103794694,"Walleye pollock","Gadus chalcogrammus","Gadidae","Gadiformes","NI"
27,"POLLOCK","8/2/2001","STEEP","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","Sentinel Island","Bedrock",58.5480555,-134.9255555,"Summer01","Aug",2001,13,17,1633.0124142288,"Walleye pollock","Gadus chalcogrammus","Gadidae","Gadiformes","NI"
29,"POLLOCK","8/2/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Gull Island","Kelp",58.5019444,-134.8663888,"Summer01","Aug",2001,13,20,417.903656186662,"Walleye pollock","Gadus chalcogrammus","Gadidae","Gadiformes","NI"
29,"HERRING","8/2/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Gull Island","Kelp",58.5019444,-134.8663888,"Summer01","Aug",2001,13,20,11719.1553079192,"Pacific herring","Clupea pallasii","Clupeidae","Clupeiformes","NI"
30,"CHUMSAL","5/11/2001","FLAT","SEMI-PROTECTED","southeastern Alaska","Berners Bay","Berners Bay","Slate Creek Cove","Sand-Gravel",58.77778333,-135.0078,"Spring01","May",2001,7.5,26,35.8951771790019,"Chum salmon","Oncorhynchus keta","Salmonidae","Salmoniformes","NI"
30,"PSANDL","5/11/2001","FLAT","SEMI-PROTECTED","southeastern Alaska","Berners Bay","Berners Bay","Slate Creek Cove","Sand-Gravel",58.77778333,-135.0078,"Spring01","May",2001,7.5,26,14409.8305216843,"Pacific sand lance","Ammodytes hexapterus","Ammodytidae ","Perciformes","NI"
31,"STFLOUN","5/11/2001","FLAT","SEMI-PROTECTED","southeastern Alaska","Berners Bay","Berners Bay","Slate Creek Cove","Sand-Gravel",58.78516667,-135.0201667,"Spring01","May",2001,7.5,17,235.104733920024,"Starry flounder","Platichthys stellatus","Pleuronectidae","Pleuronectiformes","NI"
31,"CUTTH","5/11/2001","FLAT","SEMI-PROTECTED","southeastern Alaska","Berners Bay","Berners Bay","Slate Creek Cove","Sand-Gravel",58.78516667,-135.0201667,"Spring01","May",2001,7.5,17,4767.17583834855,"Cutthroat trout","Oncorhynchus clarkii","Salmonidae","Salmoniformes","NI"
34,"PSANDL","7/20/2001","MODERATE","PROTECTED","southeastern Alaska","Brothers Islands","Frederick Sound","West Brother Island","Sand-Gravel",57.2958333,-133.8655556,"Summer01","Jul",2001,10,30,130.417921165679,"Pacific sand lance","Ammodytes hexapterus","Ammodytidae ","Perciformes","NI"
35,"CHUMSAL","7/20/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Brothers Islands","Frederick Sound","West Brother Island","Kelp",57.3036111,-133.8602778,"Summer01","Jul",2001,10,28,192.23936276187,"Chum salmon","Oncorhynchus keta","Salmonidae","Salmoniformes","NI"
35,"PCOD","7/20/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Brothers Islands","Frederick Sound","West Brother Island","Kelp",57.3036111,-133.8602778,"Summer01","Jul",2001,10,28,100996.305982702,"Pacific cod","Gadus macrocephalus","Gadidae","Gadiformes","NI"
35,"DRKROCK","7/20/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Brothers Islands","Frederick Sound","West Brother Island","Kelp",57.3036111,-133.8602778,"Summer01","Jul",2001,10,28,46.5971638015424,"Dark rockfish","Sebastes ciliatus","Sebastidae","Scorpaeniformes","NI"
36,"POLLOCK","7/20/2001","FLAT","SEMI-PROTECTED","southeastern Alaska","Brothers Islands","Frederick Sound","West Brother Island","Kelp",57.3077778,-133.8497222,"Summer01","Jul",2001,13,24,44.76206032479,"Walleye pollock","Gadus chalcogrammus","Gadidae","Gadiformes","NI"
36,"COHOSAL","7/20/2001","FLAT","SEMI-PROTECTED","southeastern Alaska","Brothers Islands","Frederick Sound","West Brother Island","Kelp",57.3077778,-133.8497222,"Summer01","Jul",2001,13,24,22.9624793357636,"Coho salmon","Oncorhynchus kisutch","Salmonidae","Salmoniformes","NI"
36,"PCOD","7/20/2001","FLAT","SEMI-PROTECTED","southeastern Alaska","Brothers Islands","Frederick Sound","West Brother Island","Kelp",57.3077778,-133.8497222,"Summer01","Jul",2001,13,24,1307.56220626981,"Pacific cod","Gadus macrocephalus","Gadidae","Gadiformes","NI"
36,"CHUMSAL","7/20/2001","FLAT","SEMI-PROTECTED","southeastern Alaska","Brothers Islands","Frederick Sound","West Brother Island","Kelp",57.3077778,-133.8497222,"Summer01","Jul",2001,13,24,30.6315898299575,"Chum salmon","Oncorhynchus keta","Salmonidae","Salmoniformes","NI"
